Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,Costo,Visibilidad
mechas-mbi,,,Medida,MBI35,,,,,,,,MBI35,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI3570,,,,,,,,MBI3570,,no,no,,,,,,si,,
mechas-mbd,Fresa Bisagra (Derecha),Mechas,Medida,MBD12,,,,,,,,MBD12,,no,no,"<p><b>Fresa Bisagra (Derecha)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MBD",Fresa Bisagra (Derecha) MBD - Nordutensili | WoodTools,Fresa Bisagra (Derecha) MBD. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mbd,,,Medida,MBD15,,,,,,,,MBD15,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD1570,,,,,,,,MBD1570,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD20,,,,,,,,MBD20,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD2070,,,,,,,,MBD2070,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD25,,,,,,,,MBD25,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD26,,,,,,,,MBD26,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD2670,,,,,,,,MBD2670,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD30,,,,,,,,MBD30,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD3070,,,,,,,,MBD3070,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD35,,,,,,,,MBD35,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD3570,,,,,,,,MBD3570,,no,no,,,,,,si,,
mechas-mbd,,,Medida,MBD40,,,,,,,,MBD40,,no,no,,,,,,si,,
mechas-mb,Mecha para Bisagras MB,Mechas,Medida,MBD12,,,,,,,,MB-MBD12,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MB/1.jpeg"" alt=""Mecha para Bisagras MB"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MB/2.jpg"" alt=""Mecha para Bisagras MB"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MB/3.jpg"" alt=""Mecha para Bisagras MB"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MB/4.jpg"" alt=""Mecha para Bisagras MB"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha para Bisagras MB</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MB",Mecha para Bisagras MB MB - Nordutensili | WoodTools,Mecha para Bisagras MB MB. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mb,,,Medida,MBD15,,,,,,,,MB-MBD15,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD1570,,,,,,,,MB-MBD1570,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD20,,,,,,,,MB-MBD20,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD2070,,,,,,,,MB-MBD2070,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD25,,,,,,,,MB-MBD25,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD26,,,,,,,,MB-MBD26,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD2670,,,,,,,,MB-MBD2670,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD30,,,,,,,,MB-MBD30,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD3070,,,,,,,,MB-MBD3070,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD35,,,,,,,,MB-MBD35,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD3570,,,,,,,,MB-MBD3570,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBD40,,,,,,,,MB-MBD40,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI12,,,,,,,,MB-MBI12,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI15,,,,,,,,MB-MBI15,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI1570,,,,,,,,MB-MBI1570,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI20,,,,,,,,MB-MBI20,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI2070,,,,,,,,MB-MBI2070,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI25,,,,,,,,MB-MBI25,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI26,,,,,,,,MB-MBI26,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI2670,,,,,,,,MB-MBI2670,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI30,,,,,,,,MB-MBI30,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI3070,,,,,,,,MB-MBI3070,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI35,,,,,,,,MB-MBI35,,no,no,,,,,,si,,
mechas-mb,,,Medida,MBI3570,,,,,,,,MB-MBI3570,,no,no,,,,,,si,,
mechas-brdd,Broca para Defondadora,Mechas,Medida,BRDD52,,,,,,,,BRDD52,,no,no,"<p><b>Broca para Defondadora</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Defondado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,BRDD",Broca para Defondadora BRDD - Nordutensili | WoodTools,Broca para Defondadora BRDD. Defondado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-midn,Mecha Integral MIDN,Mechas,Medida,MIDN0822,,,,,,,,MIDN0822,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MIDN/1.jpg"" alt=""Mecha Integral MIDN"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MIDN/2.jpg"" alt=""Mecha Integral MIDN"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MIDN/3.jpg"" alt=""Mecha Integral MIDN"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MIDN/4.jpg"" alt=""Mecha Integral MIDN"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Integral MIDN</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro Integral</li><li><b>Uso:</b> Mecanizado CNC</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MIDN",Mecha Integral MIDN MIDN - Nordutensili | WoodTools,Mecha Integral MIDN MIDN. Mecanizado CNC Consultanos por medidas y stock.,Nordutensili,si,,
mechas-midn,,,Medida,MIDN1022,,,,,,,,MIDN1022,,no,no,,,,,,si,,
mechas-mid,Mecha Integral MID,Mechas,Medida,MID00412,,,,,,,,MID00412,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MID/1.jpeg"" alt=""Mecha Integral MID"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MID/2.jpg"" alt=""Mecha Integral MID"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MID/3.jpg"" alt=""Mecha Integral MID"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Integral MID</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro Integral</li><li><b>Uso:</b> Mecanizado CNC</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MID",Mecha Integral MID MID - Nordutensili | WoodTools,Mecha Integral MID MID. Mecanizado CNC Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mid,,,Medida,MID00627,,,,,,,,MID00627,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID00832,,,,,,,,MID00832,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID01042,,,,,,,,MID01042,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID01242,,,,,,,,MID01242,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID016100,,,,,,,,MID016100,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID01642,,,,,,,,MID01642,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID01652,,,,,,,,MID01652,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID01852,,,,,,,,MID01852,,no,no,,,,,,si,,
mechas-mid,,,Medida,MID02052,,,,,,,,MID02052,,no,no,,,,,,si,,
mechas-mid,,,Medida,MIDR01242,,,,,,,,MIDR01242,,no,no,,,,,,si,,
mechas-mid,,,Medida,MIDR01642,,,,,,,,MIDR01642,,no,no,,,,,,si,,
mechas-mid,,,Medida,MIDR01652,,,,,,,,MIDR01652,,no,no,,,,,,si,,
mechas-mid,,,Medida,MIDR01852,,,,,,,,MIDR01852,,no,no,,,,,,si,,
mechas-mid,,,Medida,MIDR02053,,,,,,,,MIDR02053,,no,no,,,,,,si,,
mechas-miir,Mecha Integral Recta p/ CNC,Mechas,Medida,MIIR01042,,,,,,,,MIIR01042,,no,no,"<p><b>Mecha Integral Recta p/ CNC</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro Integral</li><li><b>Uso:</b> Mecanizado CNC</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MIIR",Mecha Integral Recta p/ CNC MIIR - Nordutensili | WoodTools,Mecha Integral Recta p/ CNC MIIR. Mecanizado CNC Consultanos por medidas y stock.,Nordutensili,si,,
mechas-miir,,,Medida,MIIR01242,,,,,,,,MIIR01242,,no,no,,,,,,si,,
mechas-miir,,,Medida,MIIR01642,,,,,,,,MIIR01642,,no,no,,,,,,si,,
mechas-mi,Mecha Integral MI,Mechas,Medida,MID00412,,,,,,,,MI-MID00412,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MI/1.jpeg"" alt=""Mecha Integral MI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MI/2.jpg"" alt=""Mecha Integral MI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MI/3.jpg"" alt=""Mecha Integral MI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MI/4.jpg"" alt=""Mecha Integral MI"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Integral MI</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro Integral</li><li><b>Uso:</b> Mecanizado CNC</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MI",Mecha Integral MI MI - Nordutensili | WoodTools,Mecha Integral MI MI. Mecanizado CNC Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mi,,,Medida,MID00627,,,,,,,,MI-MID00627,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID00832,,,,,,,,MI-MID00832,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID01042,,,,,,,,MI-MID01042,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID01242,,,,,,,,MI-MID01242,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID016100,,,,,,,,MI-MID016100,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID01642,,,,,,,,MI-MID01642,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID01652,,,,,,,,MI-MID01652,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID01852,,,,,,,,MI-MID01852,,no,no,,,,,,si,,
mechas-mi,,,Medida,MID02052,,,,,,,,MI-MID02052,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDR01242,,,,,,,,MI-MIDR01242,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDR01642,,,,,,,,MI-MIDR01642,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDR01652,,,,,,,,MI-MIDR01652,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDR01852,,,,,,,,MI-MIDR01852,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDR02053,,,,,,,,MI-MIDR02053,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDN0822,,,,,,,,MI-MIDN0822,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIDN1022,,,,,,,,MI-MIDN1022,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIIR01042,,,,,,,,MI-MIIR01042,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIIR01242,,,,,,,,MI-MIIR01242,,no,no,,,,,,si,,
mechas-mi,,,Medida,MIIR01642,,,,,,,,MI-MIIR01642,,no,no,,,,,,si,,
mechas-mam-pinza,Mandril Adaptador / Pinza,Mechas,Medida,MAM35,,,,,,,,MAM35,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/1.jpeg"" alt=""Mandril Adaptador / Pinza"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/2.jpg"" alt=""Mandril Adaptador / Pinza"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/3.jpg"" alt=""Mandril Adaptador / Pinza"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mandril Adaptador / Pinza</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Sujeción de herramientas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MAM-PINZA",Mandril Adaptador / Pinza MAM-PINZA - Nordutensili | WoodTools,Mandril Adaptador / Pinza MAM-PINZA. Sujeción de herramientas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mam-pinza,,,Medida,MAM40,,,,,,,,MAM40,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAM42,,,,,,,,MAM42,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAM43,,,,,,,,MAM43,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAMD010,,,,,,,,MAMD010,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAMDC010,,,,,,,,MAMDC010,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAMHSK32,,,,,,,,MAMHSK32,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAMI010,,,,,,,,MAMI010,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,MAMIC010,,,,,,,,MAMIC010,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZADIN638,,,,,,,,PINZADIN638,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3204,,,,,,,,PINZAER3204,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3206,,,,,,,,PINZAER3206,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3208,,,,,,,,PINZAER3208,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3210,,,,,,,,PINZAER3210,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3212,,,,,,,,PINZAER3212,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3216,,,,,,,,PINZAER3216,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3218,,,,,,,,PINZAER3218,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER3220,,,,,,,,PINZAER3220,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER4012,,,,,,,,PINZAER4012,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER4016,,,,,,,,PINZAER4016,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER4018,,,,,,,,PINZAER4018,,no,no,,,,,,si,,
mechas-mam-pinza,,,Medida,PINZAER4020,,,,,,,,PINZAER4020,,no,no,,,,,,si,,
mechas-mam,Mandril Adaptador,Mechas,Medida,MAM35,,,,,,,,MAM-MAM35,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/1.jpeg"" alt=""Mandril Adaptador"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/2.jpg"" alt=""Mandril Adaptador"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/3.jpg"" alt=""Mandril Adaptador"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mandril Adaptador</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Sujeción de herramientas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MAM",Mandril Adaptador MAM - Nordutensili | WoodTools,Mandril Adaptador MAM. Sujeción de herramientas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mam,,,Medida,MAM40,,,,,,,,MAM-MAM40,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAM42,,,,,,,,MAM-MAM42,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAM43,,,,,,,,MAM-MAM43,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAMD010,,,,,,,,MAM-MAMD010,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAMDC010,,,,,,,,MAM-MAMDC010,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAMHSK32,,,,,,,,MAM-MAMHSK32,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAMI010,,,,,,,,MAM-MAMI010,,no,no,,,,,,si,,
mechas-mam,,,Medida,MAMIC010,,,,,,,,MAM-MAMIC010,,no,no,,,,,,si,,
mechas-pinzaer,Pinza ER para Sujeción,Mechas,Medida,PINZAER3204,,,,,,,,PINZAER-PINZAER3204,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/1.jpeg"" alt=""Pinza ER para Sujeción"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/2.jpg"" alt=""Pinza ER para Sujeción"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/3.jpg"" alt=""Pinza ER para Sujeción"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Pinza ER para Sujeción</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Sujeción en Mandriles</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,PINZAER",Pinza ER para Sujeción PINZAER - Nordutensili | WoodTools,Pinza ER para Sujeción PINZAER. Sujeción en Mandriles Consultanos por medidas y stock.,Nordutensili,si,,
mechas-pinzaer,,,Medida,PINZAER3206,,,,,,,,PINZAER-PINZAER3206,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3208,,,,,,,,PINZAER-PINZAER3208,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3210,,,,,,,,PINZAER-PINZAER3210,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3212,,,,,,,,PINZAER-PINZAER3212,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3216,,,,,,,,PINZAER-PINZAER3216,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3218,,,,,,,,PINZAER-PINZAER3218,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER3220,,,,,,,,PINZAER-PINZAER3220,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER4012,,,,,,,,PINZAER-PINZAER4012,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER4016,,,,,,,,PINZAER-PINZAER4016,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER4018,,,,,,,,PINZAER-PINZAER4018,,no,no,,,,,,si,,
mechas-pinzaer,,,Medida,PINZAER4020,,,,,,,,PINZAER-PINZAER4020,,no,no,,,,,,si,,
mechas-pinzadin,Pinza Elastica DIN,Mechas,Medida,PINZADIN638,,,,,,,,PINZADIN-PINZADIN638,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/1.jpeg"" alt=""Pinza Elastica DIN"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/2.jpg"" alt=""Pinza Elastica DIN"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MAM%20%20PINZA%2Fmandril%20para%20m%C3%A1quina/3.jpg"" alt=""Pinza Elastica DIN"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Pinza Elastica DIN</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Sujeción en Mandriles</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,PINZADIN",Pinza Elastica DIN PINZADIN - Nordutensili | WoodTools,Pinza Elastica DIN PINZADIN. Sujeción en Mandriles Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcar,Mecha Ciega con Avellanador,Mechas,Medida,MCARD0840,,,,,,,,MCARD0840,,no,no,"<p><b>Mecha Ciega con Avellanador</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforado y avellanado simultáneo</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCAR",Mecha Ciega con Avellanador MCAR - Nordutensili | WoodTools,Mecha Ciega con Avellanador MCAR. Perforado y avellanado simultáneo Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcar,,,Medida,MCAR10840,,,,,,,,MCAR10840,,no,no,,,,,,si,,
mechas-mba,Mecha para Barrenos MBA,Mechas,Medida,MBA018HSS,,,,,,,,MBA018HSS,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MBA/1.jpeg"" alt=""Mecha para Barrenos MBA"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MBA/2.jpg"" alt=""Mecha para Barrenos MBA"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MBA/3.jpg"" alt=""Mecha para Barrenos MBA"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familia%20MBA/4.jpg"" alt=""Mecha para Barrenos MBA"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha para Barrenos MBA</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Barrenado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MBA",Mecha para Barrenos MBA MBA - Nordutensili | WoodTools,Mecha para Barrenos MBA MBA. Barrenado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mba,,,Medida,MBAD010HS,,,,,,,,MBAD010HS,,no,no,,,,,,si,,
mechas-mba,,,Medida,MBAD012HS,,,,,,,,MBAD012HS,,no,no,,,,,,si,,
mechas-mba,,,Medida,MBAD014HS,,,,,,,,MBAD014HS,,no,no,,,,,,si,,
mechas-mba,,,Medida,MBAD020HS,,,,,,,,MBAD020HS,,no,no,,,,,,si,,
mechas-avd,Avellanador Derecho,Mechas,Medida,AVD0510,,,,,,,,AVD0510,,no,no,"<p><b>Avellanador Derecho</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Avellanado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,AVD",Avellanador Derecho AVD - Nordutensili | WoodTools,Avellanador Derecho AVD. Avellanado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-avi,Avellanador Izquierdo,Mechas,Medida,AVI0510,,,,,,,,AVI0510,,no,no,"<p><b>Avellanador Izquierdo</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Avellanado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,AVI",Avellanador Izquierdo AVI - Nordutensili | WoodTools,Avellanador Izquierdo AVI. Avellanado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-router-franzoi,Mecha para Router CNC,Mechas,Medida,82425063521,,,,,,,,Router_Franzoi-82425063521,,no,no,"<p><b>Mecha para Router CNC</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Mecanizado Router CNC</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,Router_Franzoi",Mecha para Router CNC Router_Franzoi - Nordutensili | WoodTools,Mecha para Router CNC Router_Franzoi. Mecanizado Router CNC Consultanos por medidas y stock.,Nordutensili,si,,
mechas-router-franzoi,,,Medida,92505063521,,,,,,,,Router_Franzoi-92505063521,,no,no,,,,,,si,,
mechas-router-franzoi,,,Medida,92515063521,,,,,,,,Router_Franzoi-92515063521,,no,no,,,,,,si,,
mechas-router-franzoi,,,Medida,92708063521,,,,,,,,Router_Franzoi-92708063521,,no,no,,,,,,si,,
