Identificador de URL,Nombre,Categorías,Nombre de propiedad 1,Valor de propiedad 1,Precio,Precio promocional,Peso (kg),Alto (cm),Ancho (cm),Profundidad (cm),Stock,SKU,Código de barras,Mostrar en tienda,Envío sin cargo,Descripción,Tags,Título para SEO,Descripción para SEO,Marca,Producto Físico,Costo,Visibilidad
fresas-frs,,,Medida,FRS0804,,,,,,,,FRS0804,,no,no,,,,,,si,,
fresas-frs,,,Medida,FRS0806,,,,,,,,FRS0806,,no,no,,,,,,si,,
fresas-frs,,,Medida,FRS0904,,,,,,,,FRS0904,,no,no,,,,,,si,,
fresas-frs,,,Medida,FRS0906,,,,,,,,FRS0906,,no,no,,,,,,si,,
fresas-frs,,,Medida,FRS1004,,,,,,,,FRS1004,,no,no,,,,,,si,,
fresas-frs,,,Medida,FRS1006,,,,,,,,FRS1006,,no,no,,,,,,si,,
fresas-fri,Fresas Rectas con Incisores HM,Fresas > Fresas rectas,Medida,FRI01542,,,,,,,,FRI01542,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/1.jpeg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/2.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/3.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Fresas/FRI01566/4.jpg"" alt=""Fresas Rectas con Incisores HM"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Fresas Rectas con Incisores HM</b></p><ul><li><b>Marca:</b> Franzoi</li><li><b>Uso:</b> Ranurar sin astillar</li><li><b>Material:</b> Metal duro</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Fresas,Franzoi,FRI",Fresas Rectas con Incisores HM FRI - Franzoi | WoodTools,Fresas Rectas con Incisores HM FRI. Ranurar sin astillar Consultanos por medidas y stock.,Franzoi,si,,
fresas-fri,,,Medida,FRI01544,,,,,,,,FRI01544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI01563,,,,,,,,FRI01563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI01566,,,,,,,,FRI01566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02042,,,,,,,,FRI02042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02044,,,,,,,,FRI02044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02063,,,,,,,,FRI02063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02066,,,,,,,,FRI02066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02542,,,,,,,,FRI02542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02544,,,,,,,,FRI02544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02563,,,,,,,,FRI02563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI02566,,,,,,,,FRI02566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03042,,,,,,,,FRI03042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03044,,,,,,,,FRI03044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03063,,,,,,,,FRI03063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03066,,,,,,,,FRI03066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03542,,,,,,,,FRI03542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03544,,,,,,,,FRI03544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03563,,,,,,,,FRI03563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI03566,,,,,,,,FRI03566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04042,,,,,,,,FRI04042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04044,,,,,,,,FRI04044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04063,,,,,,,,FRI04063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04066,,,,,,,,FRI04066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04542,,,,,,,,FRI04542,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04544,,,,,,,,FRI04544,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04563,,,,,,,,FRI04563,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI04566,,,,,,,,FRI04566,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05042,,,,,,,,FRI05042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05044,,,,,,,,FRI05044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05063,,,,,,,,FRI05063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI05066,,,,,,,,FRI05066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06042,,,,,,,,FRI06042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06044,,,,,,,,FRI06044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06063,,,,,,,,FRI06063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI06066,,,,,,,,FRI06066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI07042,,,,,,,,FRI07042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI07063,,,,,,,,FRI07063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI08042,,,,,,,,FRI08042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI08063,,,,,,,,FRI08063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09042,,,,,,,,FRI09042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09044,,,,,,,,FRI09044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09063,,,,,,,,FRI09063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI09066,,,,,,,,FRI09066,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10042,,,,,,,,FRI10042,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10044,,,,,,,,FRI10044,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10063,,,,,,,,FRI10063,,no,no,,,,,,si,,
fresas-fri,,,Medida,FRI10066,,,,,,,,FRI10066,,no,no,,,,,,si,,
mechas-mpd,Mecha Pasante (Derecha),Mechas,Medida,MPD04,,,,,,,,MPD04,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/1.jpeg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/2.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/3.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/4.jpg"" alt=""Mecha Pasante (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Pasante (Derecha)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Pasantes</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MPD",Mecha Pasante (Derecha) MPD - Nordutensili | WoodTools,Mecha Pasante (Derecha) MPD. Perforaciones Pasantes Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mpd,,,Medida,MPD0470,,,,,,,,MPD0470,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD05,,,,,,,,MPD05,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0570,,,,,,,,MPD0570,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0670,,,,,,,,MPD0670,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0770,,,,,,,,MPD0770,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD08,,,,,,,,MPD08,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD0870,,,,,,,,MPD0870,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD10,,,,,,,,MPD10,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD1070,,,,,,,,MPD1070,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD12,,,,,,,,MPD12,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPD1270,,,,,,,,MPD1270,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL05,,,,,,,,MPDL05,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL0570,,,,,,,,MPDL0570,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL08,,,,,,,,MPDL08,,no,no,,,,,,si,,
mechas-mpd,,,Medida,MPDL0870,,,,,,,,MPDL0870,,no,no,,,,,,si,,
mechas-mpi,Mecha Pasante (Izquierda),Mechas,Medida,MPI04,,,,,,,,MPI04,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/1.jpeg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/2.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/3.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MPD%20%20MPI/4.jpg"" alt=""Mecha Pasante (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Pasante (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Pasantes</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MPI",Mecha Pasante (Izquierda) MPI - Nordutensili | WoodTools,Mecha Pasante (Izquierda) MPI. Perforaciones Pasantes Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mpi,,,Medida,MPI0470,,,,,,,,MPI0470,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI05,,,,,,,,MPI05,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0570,,,,,,,,MPI0570,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0670,,,,,,,,MPI0670,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0770,,,,,,,,MPI0770,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI08,,,,,,,,MPI08,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI0870,,,,,,,,MPI0870,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI10,,,,,,,,MPI10,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI1070,,,,,,,,MPI1070,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI12,,,,,,,,MPI12,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPI1270,,,,,,,,MPI1270,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL05,,,,,,,,MPIL05,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL0570,,,,,,,,MPIL0570,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL08,,,,,,,,MPIL08,,no,no,,,,,,si,,
mechas-mpi,,,Medida,MPIL0870,,,,,,,,MPIL0870,,no,no,,,,,,si,,
mechas-mcd-mci,Mecha Ciega MCD-MCI,Mechas,Medida,MCD03,,,,,,,,MCD03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega MCD-MCI"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega MCD-MCI</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCD-MCI",Mecha Ciega MCD-MCI MCD-MCI - Nordutensili | WoodTools,Mecha Ciega MCD-MCI MCD-MCI. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcd-mci,,,Medida,MCD04,,,,,,,,MCD04,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0470,,,,,,,,MCD0470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD05,,,,,,,,MCD05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0570,,,,,,,,MCD0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD06,,,,,,,,MCD06,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0670,,,,,,,,MCD0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0770,,,,,,,,MCD0770,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD08,,,,,,,,MCD08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD0870,,,,,,,,MCD0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD10,,,,,,,,MCD10,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1070,,,,,,,,MCD1070,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD12,,,,,,,,MCD12,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1270,,,,,,,,MCD1270,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1470,,,,,,,,MCD1470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD15,,,,,,,,MCD15,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCD1570,,,,,,,,MCD1570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL05,,,,,,,,MCDL05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL0570,,,,,,,,MCDL0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL08,,,,,,,,MCDL08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDL0870,,,,,,,,MCDL0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0570,,,,,,,,MCDR0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0670,,,,,,,,MCDR0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCDR0870,,,,,,,,MCDR0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCE,,,,,,,,MCE,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI03,,,,,,,,MCI03,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI04,,,,,,,,MCI04,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0470,,,,,,,,MCI0470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI05,,,,,,,,MCI05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0570,,,,,,,,MCI0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI06,,,,,,,,MCI06,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0670,,,,,,,,MCI0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0770,,,,,,,,MCI0770,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI08,,,,,,,,MCI08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI0870,,,,,,,,MCI0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI10,,,,,,,,MCI10,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1070,,,,,,,,MCI1070,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI12,,,,,,,,MCI12,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1270,,,,,,,,MCI1270,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1470,,,,,,,,MCI1470,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI15,,,,,,,,MCI15,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCI1570,,,,,,,,MCI1570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL05,,,,,,,,MCIL05,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL0570,,,,,,,,MCIL0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL08,,,,,,,,MCIL08,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIL0870,,,,,,,,MCIL0870,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0570,,,,,,,,MCIR0570,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0670,,,,,,,,MCIR0670,,no,no,,,,,,si,,
mechas-mcd-mci,,,Medida,MCIR0870,,,,,,,,MCIR0870,,no,no,,,,,,si,,
mechas-mcd,Mecha Ciega (Derecha),Mechas,Medida,MCD03,,,,,,,,MCD-MCD03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega (Derecha)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega (Derecha)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCD",Mecha Ciega (Derecha) MCD - Nordutensili | WoodTools,Mecha Ciega (Derecha) MCD. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mcd,,,Medida,MCD04,,,,,,,,MCD-MCD04,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0470,,,,,,,,MCD-MCD0470,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD05,,,,,,,,MCD-MCD05,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0570,,,,,,,,MCD-MCD0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD06,,,,,,,,MCD-MCD06,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0670,,,,,,,,MCD-MCD0670,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0770,,,,,,,,MCD-MCD0770,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD08,,,,,,,,MCD-MCD08,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD0870,,,,,,,,MCD-MCD0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD10,,,,,,,,MCD-MCD10,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1070,,,,,,,,MCD-MCD1070,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD12,,,,,,,,MCD-MCD12,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1270,,,,,,,,MCD-MCD1270,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1470,,,,,,,,MCD-MCD1470,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD15,,,,,,,,MCD-MCD15,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCD1570,,,,,,,,MCD-MCD1570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL05,,,,,,,,MCD-MCDL05,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL0570,,,,,,,,MCD-MCDL0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL08,,,,,,,,MCD-MCDL08,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDL0870,,,,,,,,MCD-MCDL0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0570,,,,,,,,MCD-MCDR0570,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0670,,,,,,,,MCD-MCDR0670,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCDR0870,,,,,,,,MCD-MCDR0870,,no,no,,,,,,si,,
mechas-mcd,,,Medida,MCE,,,,,,,,MCD-MCE,,no,no,,,,,,si,,
mechas-mci,Mecha Ciega (Izquierda),Mechas,Medida,MCI03,,,,,,,,MCI-MCI03,,no,no,"<img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/1.jpeg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/2.jpg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><img src=""https://www.woodtools.com.ar/imagenes/herramientas/Mechas/Familias%20MCD%20%20MCI%203/3.jpg"" alt=""Mecha Ciega (Izquierda)"" style=""max-width:100%;height:auto;margin:6px 0""><p><b>Mecha Ciega (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Perforaciones Ciegas</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MCI",Mecha Ciega (Izquierda) MCI - Nordutensili | WoodTools,Mecha Ciega (Izquierda) MCI. Perforaciones Ciegas Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mci,,,Medida,MCI04,,,,,,,,MCI-MCI04,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0470,,,,,,,,MCI-MCI0470,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI05,,,,,,,,MCI-MCI05,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0570,,,,,,,,MCI-MCI0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI06,,,,,,,,MCI-MCI06,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0670,,,,,,,,MCI-MCI0670,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0770,,,,,,,,MCI-MCI0770,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI08,,,,,,,,MCI-MCI08,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI0870,,,,,,,,MCI-MCI0870,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI10,,,,,,,,MCI-MCI10,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1070,,,,,,,,MCI-MCI1070,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI12,,,,,,,,MCI-MCI12,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1270,,,,,,,,MCI-MCI1270,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1470,,,,,,,,MCI-MCI1470,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI15,,,,,,,,MCI-MCI15,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCI1570,,,,,,,,MCI-MCI1570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL05,,,,,,,,MCI-MCIL05,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL0570,,,,,,,,MCI-MCIL0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL08,,,,,,,,MCI-MCIL08,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIL0870,,,,,,,,MCI-MCIL0870,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0570,,,,,,,,MCI-MCIR0570,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0670,,,,,,,,MCI-MCIR0670,,no,no,,,,,,si,,
mechas-mci,,,Medida,MCIR0870,,,,,,,,MCI-MCIR0870,,no,no,,,,,,si,,
mechas-fpp,Punta Plegado Bisagra,Mechas,Medida,FPP452,,,,,,,,FPP452,,no,no,"<p><b>Punta Plegado Bisagra</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Bisagras / Plegado</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,FPP",Punta Plegado Bisagra FPP - Nordutensili | WoodTools,Punta Plegado Bisagra FPP. Bisagras / Plegado Consultanos por medidas y stock.,Nordutensili,si,,
mechas-practiwall,Mecha Bisagra Practiwall,Mechas,Medida,PRACTIWALL,,,,,,,,PRACTIWALL,,no,no,"<p><b>Mecha Bisagra Practiwall</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,PRACTIWALL",Mecha Bisagra Practiwall PRACTIWALL - Nordutensili | WoodTools,Mecha Bisagra Practiwall PRACTIWALL. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mbi,Fresa Bisagra (Izquierda),Mechas,Medida,MBI12,,,,,,,,MBI12,,no,no,"<p><b>Fresa Bisagra (Izquierda)</b></p><ul><li><b>Marca:</b> Nordutensili</li><li><b>Material:</b> Metal duro</li><li><b>Uso:</b> Bisagras</li></ul><p>Ficha técnica completa en <a href=""https://www.woodtools.com.ar"" target=""_blank"">woodtools.com.ar</a></p>","Mechas,Nordutensili,MBI",Fresa Bisagra (Izquierda) MBI - Nordutensili | WoodTools,Fresa Bisagra (Izquierda) MBI. Bisagras Consultanos por medidas y stock.,Nordutensili,si,,
mechas-mbi,,,Medida,MBI15,,,,,,,,MBI15,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI1570,,,,,,,,MBI1570,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI20,,,,,,,,MBI20,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI2070,,,,,,,,MBI2070,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI25,,,,,,,,MBI25,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI26,,,,,,,,MBI26,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI2670,,,,,,,,MBI2670,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI30,,,,,,,,MBI30,,no,no,,,,,,si,,
mechas-mbi,,,Medida,MBI3070,,,,,,,,MBI3070,,no,no,,,,,,si,,
